uniqueid	restrictionscale	country	location	border_country	restrictiontype	restrictionnature	adm1	adm1_code	adm2	adm2_code	adm3	adm3_code	date_from	date_to	source	source_link	notes	country_code	sdr_id	sdr_name	sdr_level
ID1002	Domestic	"Sierra Leone"	"Sierra Leone"	n/a	"National Law"	"Community Response"	n/a	n/a	n/a	n/a	n/a	n/a	2014-08-22	n/a	"Channel News Asia - Sierra Leone Law Ebola Victims"	http://www.channelnewsasia.com/news/world/two-year-jail-terms-for/1326170.html	"Outlawed the “harbouring” of Ebola victims - risk a jail sentence of up to two years."	SL	0		
ID1003	Domestic	"Sierra Leone"	"Sierra Leone"	n/a	"National Law"	"Community Response"	n/a	n/a	n/a	n/a	n/a	n/a	2014-10-16	n/a	"UNMEER - External Situation Report"	http://reliefweb.int/sites/reliefweb.int/files/resources/20141016%20-%20UNMEER%20External%20Situation%20Report.pdf	"A standard operating procedure (SOP) for enforcing roadblocks and quarantines has been approved by the Government of Sierra Leone with training of 4,000 - 5,000 officers nationwide."	SL	0		
ID1004	Domestic	"Sierra Leone"	"Sierra Leone"	n/a	"National Law"	"Movement Order"	n/a	n/a	n/a	n/a	n/a	n/a	2014-08-29	n/a	"Acaps - Global Emergency Overview"	http://reliefweb.int/sites/reliefweb.int/files/resources/geo_41.pdf	"Legislation was passed imposing a jail term of up to six months for anyone entering or leaving Ebola-affected areas without medical authorisation. Any sport involving physical contact was also prohibited."	SL	0		
ID1005	Domestic	"Sierra Leone"	"Sierra Leone"	n/a	"National Law"	"Movement Order"	n/a	n/a	n/a	n/a	n/a	n/a	2014-09-19	2014-09-21	"Vox - Lockdown"	http://www.vox.com/2014/9/7/6117199/sierra-leone-lockdown-Ebola-virus	"Entire population not allowed to leave homes for 3 days to reduce spread."	SL	0		
ID1006	Domestic	"Sierra Leone"	"Sierra Leone"	n/a	"National Law"	"Movement Order"	n/a	n/a	n/a	n/a	n/a	n/a	2014-09-09	n/a	"The Guardian - As Ebola Closes Schools in Africa / UNICEF - Sub-regional Response to the Ebola Outbreak"	http://www.theguardian.com/commentisfree/2014/sep/15/as-ebola-closes-schools-in-africa-how-do-we-help-children-learn	"All 7,740 schools remain closed. Schools have not opened since 9 September, and authorities are suggesting they may remain closed for three months or more."	SL	0		
ID1007	Domestic	"Sierra Leone"	Kailahun	n/a	"National Law"	"Movement Order"	Eastern	SL01	Kailahun	SL0101	n/a	n/a	2014-06-11	n/a	"Reuters - Sierra Leone Shuts Borders"	http://uk.reuters.com/article/2014/06/11/us-health-ebola-leone-idUKKBN0EM2CG20140611	"Closed schools, nightclubs and cinemas in Kailahun."	SL	8619	Eastern	ADM1
ID1008	Domestic	"Sierra Leone"	"Sierra Leone"	n/a	"National Law"	"Movement Order"	n/a	n/a	n/a	n/a	n/a	n/a	2014-08-13	n/a	http://reliefweb.int/sites/reliefweb.int/files/resources/b-acaps_bn_ebola_west_africa_impact_protection_14_oct_2014.pdf	http://reliefweb.int/sites/reliefweb.int/files/resources/b-acaps_bn_ebola_west_africa_impact_protection_14_oct_2014.pdf	"Restrictions have been put imposed on public and other mass gatherings."	SL	0		
ID1009	Domestic	"Sierra Leone"	Kailahun	n/a	"Area Blockade"	Quarantine	Eastern	SL01	Kailahun	SL0101	n/a	n/a	2014-08-07	n/a	"Business Council Africa - African Security Issues "	http://www.bcafrica.co.uk/news/976-african-security-issues-aug-8	"Blocking cars from moving in and out of affected areas. 16 checkpoints on major roads and foot patrols."	SL	8619	Eastern	ADM1
ID1010	Domestic	"Sierra Leone"	Kenema	n/a	"Area Blockade"	Quarantine	Eastern	SL01	Kenema	SL0102	n/a	n/a	2014-08-07	n/a	"Business Council Africa - African Security Issues "	http://www.bcafrica.co.uk/news/976-african-security-issues-aug-8	"Blocking cars from moving in and out of affected areas. 16 checkpoints on major roads and foot patrols."	SL	8619	Eastern	ADM1
ID1011	Domestic	"Sierra Leone"	"Port Loko"	n/a	"Area Blockade"	Quarantine	Northern	SL02	"Port Loko"	SL0204	n/a	n/a	2014-09-25	n/a	"Agence France-Presse - Sierra Leone quarentines one million"	http://reliefweb.int/report/sierra-leone/sierra-leone-quarantines-one-million-ahead-un-ebola-talks	"Corridors for travel to and from non-quarantined areas have been established but will only operate between 9am and 5pm."	SL	8620	Northern	ADM1
ID1012	Domestic	"Sierra Leone"	Bombali	n/a	"Area Blockade"	Quarantine	Northern	SL02	Bombali	SL0201	n/a	n/a	2014-09-25	n/a	"Agence France-Presse - Sierra Leone quarentines one million"	http://reliefweb.int/report/sierra-leone/sierra-leone-quarantines-one-million-ahead-un-ebola-talks	"Corridors for travel to and from non-quarantined areas have been established but will only operate between 9am and 5pm."	SL	8620	Northern	ADM1
ID1013	Domestic	"Sierra Leone"	Moyamba	n/a	"Area Blockade"	Quarantine	Southern	SL03	Moyamba	SL0303	n/a	n/a	2014-09-25	n/a	"Agence France-Presse - Sierra Leone quarentines one million"	http://reliefweb.int/report/sierra-leone/sierra-leone-quarantines-one-million-ahead-un-ebola-talks	"Corridors for travel to and from non-quarantined areas have been established but will only operate between 9am and 5pm."	SL	8621	Southern	ADM1
ID1014	Domestic	"Sierra Leone"	Koinadugu	n/a	"Area Blockade"	"Restricted Movement"	Northern	SL02	Koinadugu	SL0203	n/a	n/a	2014-08-04	n/a	"The Guardian - Ebola Outbreak Koinadugu"	http://www.theguardian.com/world/2014/nov/05/ebola-outbreak-koinadugu-sierra-leone-call-help-chief	"Koinadugu has restricted movement due to self-imposed quarantines by local chiefs."	SL	8620	Northern	ADM1
ID1015	Domestic	"Sierra Leone"	Marampa	n/a	"Area Blockade"	Quarantine	Northern	SL02	"Port Loko"	SL0204	Marampa	SL0204083	2014-09-25	n/a	"Government of Sierra Leone - Press Release (Measures to end Ebola outbreak) "	http://reliefweb.int/report/sierra-leone/press-release-measures-end-ebola-outbreak-24th-september-2014	"Residents in these chiefdoms must not travel to any other chiefdom until further notice."	SL	8620	Northern	ADM1
ID1016	Domestic	"Sierra Leone"	"Buya Romende"	n/a	"Area Blockade"	Quarantine	Northern	SL02	"Port Loko"	SL0204	"Buya Romende"	SL0204077	2014-09-25	n/a	"Government of Sierra Leone - Press Release (Measures to end Ebola outbreak) "	http://reliefweb.int/report/sierra-leone/press-release-measures-end-ebola-outbreak-24th-september-2014	"Residents in these chiefdoms must not travel to any other chiefdom until further notice."	SL	8620	Northern	ADM1
ID1017	Domestic	"Sierra Leone"	Maforki	n/a	"Area Blockade"	Quarantine	Northern	SL02	"Port Loko"	SL0204	Maforki	SL0204082	2014-09-25	n/a	"Government of Sierra Leone - Press Release (Measures to end Ebola outbreak) "	http://reliefweb.int/report/sierra-leone/press-release-measures-end-ebola-outbreak-24th-september-2014	"Residents in these chiefdoms must not travel to any other chiefdom until further notice."	SL	8620	Northern	ADM1
ID1018	Domestic	"Sierra Leone"	"Bkm (aka Bureh)"	n/a	"Area Blockade"	Quarantine	Northern	SL02	"Port Loko"	SL0204	"Bkm (aka Bureh)"	SL0204076	2014-09-25	n/a	"Government of Sierra Leone - Press Release (Measures to end Ebola outbreak) "	http://reliefweb.int/report/sierra-leone/press-release-measures-end-ebola-outbreak-24th-september-2014	"Residents in these chiefdoms must not travel to any other chiefdom until further notice."	SL	8620	Northern	ADM1
ID1019	Domestic	"Sierra Leone"	Koya	n/a	"Area Blockade"	Quarantine	Northern	SL02	"Port Loko"	SL0204	Koya	SL0204080	2014-09-25	n/a	"Government of Sierra Leone - Press Release (Measures to end Ebola outbreak) "	http://reliefweb.int/report/sierra-leone/press-release-measures-end-ebola-outbreak-24th-september-2014	"Residents in these chiefdoms must not travel to any other chiefdom until further notice."	SL	8620	Northern	ADM1
ID1020	Domestic	"Sierra Leone"	"Masimera "	n/a	"Area Blockade"	Quarantine	Northern	SL02	"Port Loko"	SL0204	"Masimera "	SL0204084	2014-09-25	n/a	"Government of Sierra Leone - Press Release (Measures to end Ebola outbreak) "	http://reliefweb.int/report/sierra-leone/press-release-measures-end-ebola-outbreak-24th-september-2014	"Residents in these chiefdoms must not travel to any other chiefdom until further notice."	SL	8620	Northern	ADM1
ID1021	Domestic	"Sierra Leone"	"Bombali Shebora"	n/a	"Area Blockade"	Quarantine	Northern	SL02	Bombali	SL0201	"Bombali Shebora"	SL0201046	2014-09-25	n/a	"Government of Sierra Leone - Press Release (Measures to end Ebola outbreak) "	http://reliefweb.int/report/sierra-leone/press-release-measures-end-ebola-outbreak-24th-september-2014	"Residents in these chiefdoms must not travel to any other chiefdom until further notice."	SL	8620	Northern	ADM1
ID1022	Domestic	"Sierra Leone"	"Makarie Gbanti"	n/a	"Area Blockade"	Quarantine	Northern	SL02	Bombali	SL0201	"Makarie Gbanti"	SL0201051	2014-09-25	n/a	"Government of Sierra Leone - Press Release (Measures to end Ebola outbreak) "	http://reliefweb.int/report/sierra-leone/press-release-measures-end-ebola-outbreak-24th-september-2014	"Residents in these chiefdoms must not travel to any other chiefdom until further notice."	SL	8620	Northern	ADM1
ID1023	Domestic	"Sierra Leone"	"Gbendembu Gowahun"	n/a	"Area Blockade"	Quarantine	Northern	SL02	Bombali	SL0201	"Gbendembu Gowahun"	SL0201048	2014-09-25	n/a	"Government of Sierra Leone - Press Release (Measures to end Ebola outbreak) "	http://reliefweb.int/report/sierra-leone/press-release-measures-end-ebola-outbreak-24th-september-2014	"Residents in these chiefdoms must not travel to any other chiefdom until further notice."	SL	8620	Northern	ADM1
ID1024	Domestic	"Sierra Leone"	"Paki Masabong"	n/a	"Area Blockade"	Quarantine	Northern	SL02	Bombali	SL0201	"Paki Masabong"	SL0201052	2014-09-25	n/a	"Government of Sierra Leone - Press Release (Measures to end Ebola outbreak) "	http://reliefweb.int/report/sierra-leone/press-release-measures-end-ebola-outbreak-24th-september-2014	"Residents in these chiefdoms must not travel to any other chiefdom until further notice."	SL	8620	Northern	ADM1
ID1025	Domestic	"Sierra Leone"	Fakunya	n/a	"Area Blockade"	Quarantine	Southern	SL03	Moyamba	SL0303	Fakunya	SL0303128	2014-09-25	n/a	"Government of Sierra Leone - Press Release (Measures to end Ebola outbreak) "	http://reliefweb.int/report/sierra-leone/press-release-measures-end-ebola-outbreak-24th-september-2014	"Residents in these chiefdoms must not travel to any other chiefdom until further notice."	SL	8621	Southern	ADM1
ID1026	Domestic	"Sierra Leone"	"Lower Banta (aka Banta Gbangbatote)"	n/a	"Area Blockade"	Quarantine	Southern	SL03	Moyamba	SL0303	"Lower Banta (aka Banta Gbangbatote)"	SL0303124	2014-09-25	n/a	"Government of Sierra Leone - Press Release (Measures to end Ebola outbreak) "	http://reliefweb.int/report/sierra-leone/press-release-measures-end-ebola-outbreak-24th-september-2014	"Residents in these chiefdoms must not travel to any other chiefdom until further notice."	SL	8621	Southern	ADM1
ID1027	Domestic	"Sierra Leone"	"Bumpeh "	n/a	"Area Blockade"	Quarantine	Southern	SL03	Moyamba	SL0303	"Bumpeh "	SL0303126	2014-09-25	n/a	"Government of Sierra Leone - Press Release (Measures to end Ebola outbreak) "	http://reliefweb.int/report/sierra-leone/press-release-measures-end-ebola-outbreak-24th-september-2014	"Residents in these chiefdoms must not travel to any other chiefdom until further notice."	SL	8621	Southern	ADM1
ID1028	Domestic	"Sierra Leone"	"Pehe Bongre"	n/a	"Area Blockade"	"Restricted Movement"	Eastern	SL01	Kailahun	SL0101	"Pehe Bongre"	SL0101010	2014-08-12	n/a	"Newsweek - Sierra Leone Jokibu Quarantine"	http://www.newsweek.com/ebola-sierra-leone-jokibu-quarantine-264178	"Local villages imposing own methods of quarantine."	SL	8619	Eastern	ADM1
ID1029	Domestic	"Sierra Leone"	Nieni	n/a	"Area Blockade"	"Restricted Movement"	Northern	SL02	Koinadugu	SL0203	Nieni	SL0203070	2014-10-31	n/a	"The Guardian - On Our Radar"	https://witness.theguardian.com/assignment/541c1101e4b0e32cb9c53a41/1198564	"Nieni chiefdom has been placed under quarantine."	SL	8620	Northern	ADM1
ID1030	Domestic	"Sierra Leone"	"Moyamba Town"	n/a	"Area Blockade"	"Restricted Movement"	Southern	SL03	Moyamba	SL0303	Kaiyamba	SL0303130	2014-09-22	n/a	"International SOS - Sierra Leone"	https://www.internationalsos.com/ebola/index.cfm?content_id=397&language_id=ENG	"Moyamba Town entered effective lockdown with most houses under quarantine. In response to people participating in the recent burial of a prominent citizen."	SL	8621	Southern	ADM1
ID1031	Domestic	"Sierra Leone"	"Moyamba Junction"	n/a	"Area Blockade"	"Restricted Movement"	Southern	SL03	Moyamba	SL0303	Fakunya	SL0303128	2014-09-22	n/a	"International SOS - Sierra Leone"	https://www.internationalsos.com/ebola/index.cfm?content_id=397&language_id=ENG	"Moyamba Junction entered effective lockdown with most houses under quarantine. In response to people participating in the recent burial of a prominent citizen."	SL	8621	Southern	ADM1
ID1032	Domestic	"Sierra Leone"	Kigbal	n/a	"Area Blockade"	Quarantine	Northern	SL02	"Port Loko"	SL0204	Lokomasama	SL0204081	2014-11-09	n/a	"Agence France Press - Rural Sierra Leone Waits for Help"	http://reliefweb.int/report/sierra-leone/rural-sierra-leone-waits-help-ebola-does-its-worst	"The hamlet of Kigal is ""red zone"" and under quarantine."	SL	8620	Northern	ADM1
ID1033	Domestic	"Sierra Leone"	Koidu	n/a	"National Law"	"Movement Order"	Eastern	SL01	Kono	SL0103	Gbense	SL0103034	2014-10-21	n/a	"Acaps - Global Emergency Overview"	http://reliefweb.int/sites/reliefweb.int/files/resources/geo%204Nov2014.pdf	"Authorities impose a curfew on the town of Koidu after rioting."	SL	8619	Eastern	ADM1
ID1034	Domestic	"Sierra Leone"	Makpele	n/a	"Area Blockade"	Potential	Southern	SL03	Pujehun	SL0304	Makpele	SL0304140	n/a	n/a	"Government of Sierra Leone - Press Release"	http://www.statehouse.gov.sl/index.php/component/content/article/34-news-articles/1001--press-release	"Homes will be quarantined when suspected cases are identified."	SL	8621	Southern	ADM1
ID1035	Domestic	"Sierra Leone"	Tane	n/a	"Area Blockade"	Potential	Northern	SL02	Tonkolili	SL0205	Tane	SL0205096	n/a	n/a	"Government of Sierra Leone - Press Release"	http://www.statehouse.gov.sl/index.php/component/content/article/34-news-articles/1001--press-release	"Homes will be quarantined when suspected cases are identified."	SL	8620	Northern	ADM1
ID1036	Domestic	"Sierra Leone"	Gbonkolenken	n/a	"Area Blockade"	Potential	Northern	SL02	Tonkolili	SL0205	Gbonkolenken	SL0205087	n/a	n/a	"Government of Sierra Leone - Press Release"	http://www.statehouse.gov.sl/index.php/component/content/article/34-news-articles/1001--press-release	"Homes will be quarantined when suspected cases are identified."	SL	8620	Northern	ADM1
ID1037	Domestic	"Sierra Leone"	Mambolo	n/a	"Area Blockade"	Potential	Northern	SL02	Kambia	SL0202	Mambolo	SL0202061	n/a	n/a	"Government of Sierra Leone - Press Release"	http://www.statehouse.gov.sl/index.php/component/content/article/34-news-articles/1001--press-release	"Homes will be quarantined when suspected cases are identified."	SL	8620	Northern	ADM1
ID1038	Domestic	Liberia	Liberia	n/a	"National Law"	"Community Response"	n/a	n/a	n/a	n/a	n/a	n/a	2014-08-01	n/a	"The Guardian - State of Emergency declared in Liberia and Sierra Leone"	http://www.theguardian.com/society/2014/jul/31/ebola-outbreak-state-of-emergency-liberia-sierra-leone	"Liberia declares a state of emergency which leads to the closure of schools and markets and the quarantining of affected communities."	LR	0		
ID1039	Domestic	Liberia	Liberia	n/a	"National Law"	"Community Response"	n/a	n/a	n/a	n/a	n/a	n/a	2014-10-23	n/a	"Agence France-Presse - Ebola hit Liberia unveils strict border checks"	http://reliefweb.int/report/liberia/ebola-hit-liberia-unveils-strict-border-checks	"Liberian President announced strict new border controls with neighbouring Guinea and Sierra Leone."	LR	0		
ID1040	Domestic	Liberia	Liberia	n/a	"National Law"	"Movement Order"	n/a	n/a	n/a	n/a	n/a	n/a	2014-08-06	n/a	"AllAfrica - Liberia: Stay Home Orders Extended"	http://allafrica.com/stories/201409010975.html	"All non-essential workers have been told not to come to work with promise that all government workers would still be paid."	LR	0		
ID1041	Domestic	Liberia	Liberia	n/a	"National Law"	"Movement Order"	n/a	n/a	n/a	n/a	n/a	n/a	2014-07-30	n/a	"BBC News - Ebola: Liberia Shuts Schools to Tackle Outbreak"	http://www.bbc.co.uk/news/world-africa-28576010	"All schools are closed."	LR	0		
ID1042	Domestic	Liberia	Liberia	n/a	"National Law"	"Movement Order"	n/a	n/a	n/a	n/a	n/a	n/a	2014-08-20	2014-09-07	"Al Jazeera - Liberia Declares Curfew"	http://www.aljazeera.com/news/africa/2014/08/liberia-declares-curfew-ebola-battle-201481923313312825.html	"Night-time curfew of 21.00-06.00 imposed. No mentioned of the breach consequences."	LR	0		
ID1043	Domestic	Liberia	Liberia	n/a	"National Law"	"Movement Order"	n/a	n/a	n/a	n/a	n/a	n/a	2014-09-08	n/a	"AllAfrica - Government lifts quarantine and adjust curfew"	http://allafrica.com/stories/201409090572.html	"Night-time curfew updated to 23.00-06.00 for more reasonable hours longer term."	LR	0		
ID1044	Domestic	Liberia	Liberia	n/a	"National Law"	"Community Response"	n/a	n/a	n/a	n/a	n/a	n/a	2014-10-03	n/a	"Acaps - Global Emergency Overview"	http://reliefweb.int/sites/reliefweb.int/files/resources/geo_43.pdf	"Parliament criminalised the deliberate concealment of information about people with contagious diseases such as Ebola and HIV."	LR	0		
ID1045	Domestic	Liberia	Liberia	n/a	"National Law"	"Movement Order"	n/a	n/a	n/a	n/a	n/a	n/a	2014-07-30	n/a	"Acaps - Global Emergency Overview / UNMEER - External Situation Report"	http://reliefweb.int/sites/reliefweb.int/files/resources/geo_43.pdf	"All markets in border areas are closed until further notice. As of 13 October, around 60 percent of markets outside Monrovia have closed or scaled down."	LR	0		
ID1046	Domestic	Liberia	Liberia	n/a	"National Law"	"Community Response"	n/a	n/a	n/a	n/a	n/a	n/a	2014-10-06	n/a	"International SOS - Latest News "	https://www.internationalsos.com/ebola/index.cfm?content_id=407&language_id=ENG	"Journalists must now secure written permission from the Ministry of Health if they want to take photographs or conduct interviews at Ebola healthcare facilities."	LR	0		
ID1047	Domestic	Liberia	Bomi	n/a	"Area Blockade"	Quarantine	Bomi	LR01	n/a	n/a	n/a	n/a	2014-08-08	n/a	"Monrovia Inquirer - AFL Launches Operation White Shield"	http://monroviainquirer.com/2014/08/08/remain-where-you-are-for-21-days-says-defense-minister-as-afl-launches-operation-white-shield-several-commuters-stranded-at-klay-checkpoint/	"Quarantined by government. Military checkpoints and restricted movement of people."	LR	6058	Bomie	ADM1
ID1048	Domestic	Liberia	Bong	n/a	"Area Blockade"	Quarantine	Bong	LR02	n/a	n/a	n/a	n/a	2014-08-08	n/a	"Monrovia Inquirer - AFL Launches Operation White Shield"	http://monroviainquirer.com/2014/08/08/remain-where-you-are-for-21-days-says-defense-minister-as-afl-launches-operation-white-shield-several-commuters-stranded-at-klay-checkpoint/	"Quarantined by government. Military checkpoints and restricted movement of people."	LR	6586	Gbon	ADM1
ID1049	Domestic	Liberia	"Grand Cape Mount"	n/a	"Area Blockade"	Quarantine	"Grand Cape Mount"	LR05	n/a	n/a	n/a	n/a	2014-08-08	n/a	"Monrovia Inquirer - AFL Launches Operation White Shield"	http://monroviainquirer.com/2014/08/08/remain-where-you-are-for-21-days-says-defense-minister-as-afl-launches-operation-white-shield-several-commuters-stranded-at-klay-checkpoint/	"Quarantined by government. Military checkpoints and restricted movement of people. 35 known ""illegal"" entry points to Sierra Leone with order of shoot on sight."	LR	5517	"Grand Cape Mount"	ADM1
ID1050	Domestic	Liberia	Lofa	n/a	"Area Blockade"	Quarantine	Lofa	LR08	n/a	n/a	n/a	n/a	2014-08-08	n/a	"Monrovia Inquirer - AFL Launches Operation White Shield"	http://monroviainquirer.com/2014/08/08/remain-where-you-are-for-21-days-says-defense-minister-as-afl-launches-operation-white-shield-several-commuters-stranded-at-klay-checkpoint/	"Quarantined by government. Military checkpoints and restricted movement of people."	LR	7068	Lofa	ADM1
ID1051	Domestic	Liberia	Gbarpolu	n/a	"Area Blockade"	Quarantine	Gbarpolu	LR03	n/a	n/a	n/a	n/a	2014-08-08	n/a	"AllAfrica - Liberia Operation White Shield"	http://allafrica.com/stories/201408080945.html?viewall=1	"Quarantined by government."	LR	5515	Gbarpolu	ADM1
ID1052	Domestic	Liberia	Montserrado	n/a	"Area Blockade"	"Restricted Movement"	Montserrado	LR11	n/a	n/a	n/a	n/a	2014-08-14	n/a	"MoF Liberia - News Summary "	http://www.mofa.gov.lr/public2/2press.php?news_id=1241&related=7&pg=sp	"Restricted movement of people."	LR	5523	Montserrado	ADM1
ID1053	Domestic	Liberia	Margibi	n/a	"Area Blockade"	"Restricted Movement"	Margibi	LR09	n/a	n/a	n/a	n/a	2014-08-14	n/a	"MoF Liberia - News Summary "	http://www.mofa.gov.lr/public2/2press.php?news_id=1241&related=7&pg=sp	"Restricted movement of people."	LR	5521	Margibi	ADM1
ID1054	Domestic	Liberia	"Grand Bassa"	n/a	"Area Blockade"	"Restricted Movement"	"Grand Bassa"	LR04	n/a	n/a	n/a	n/a	2014-08-14	n/a	"MoF Liberia - News Summary "	http://www.mofa.gov.lr/public2/2press.php?news_id=1241&related=7&pg=sp	"Restricted movement of people."	LR	5516	"Grand Bassa"	ADM1
ID1055	Domestic	Liberia	"Grand Gedeh"	n/a	"Area Blockade"	"Restricted Movement"	"Grand Gedeh"	LR06	n/a	n/a	n/a	n/a	2014-08-14	n/a	"MoF Liberia - News Summary "	http://www.mofa.gov.lr/public2/2press.php?news_id=1241&related=7&pg=sp	"Restricted movement of people."	LR	5518	"Grand Gedeh"	ADM1
ID1056	Domestic	Liberia	"District 1"	n/a	"National Law"	"Movement Order"	"Grand Bassa"	LR04	"District 1"	LR0402	n/a	n/a	2014-09-25	n/a	"AllAfrica - Liberia Ebola Quarrel"	http://allafrica.com/stories/201409251001.html	"All weekly markets in District 1 have been temporarily closed."	LR	5516	"Grand Bassa"	ADM1
ID1057	Domestic	Liberia	Foya	n/a	"Area Blockade"	Quarantine	Lofa	LR08	Foya	LR0801	n/a	n/a	2014-08-20	n/a	"International SOS - Latest News "	https://www.internationalsos.com/ebola/index.cfm?content_id=407&language_id=ENG	"WHO quarantine zone."	LR	7068	Lofa	ADM1
ID1058	Domestic	Liberia	Bopolu	n/a	"Area Blockade"	Quarantine	Gbarpolu	LR03	Bopolu	LR0303	n/a	n/a	2014-08-06	n/a	"Examiner - Ebola Cases Climb in Liberia and Sierra Leone"	http://www.examiner.com/article/ebola-cases-climb-liberia-and-sierra-leone	"Military roadblocks."	LR	5515	Gbarpolu	ADM1
ID1059	Domestic	Liberia	Klay	n/a	"Area Blockade"	Quarantine	Bomi	LR01	Klay	LR0102	n/a	n/a	2014-08-06	n/a	"Monrovia Inquirer - AFL Launches Operation White Shield"	http://monroviainquirer.com/2014/08/08/remain-where-you-are-for-21-days-says-defense-minister-as-afl-launches-operation-white-shield-several-commuters-stranded-at-klay-checkpoint/	"Military roadblocks."	LR	6058	Bomie	ADM1
ID1060	Domestic	Liberia	Firestone	n/a	"Area Blockade"	Quarantine	Margibi	LR09	Firestone	LR0901	n/a	n/a	2014-08-20	n/a	"UNMIL - Situation Report"	http://www.frontpageafricaonline.com/images/ebola/ebola_sitrep_unmil_aug22.pdf	"Quarantine led by AFL taskforce."	LR	5521	Margibi	ADM1
ID1061	Domestic	Liberia	"West Point Slum (Monrovia)"	n/a	"Area Blockade"	Quarantine	Montserrado	LR11	"Greater Monrovia"	LR1103	Monrovia	LR1103207	2014-08-20	2014-08-31	"Associated Press - Liberian Forces Seal Slum / Reuters - Celebration in Liberia slum as Ebola quarantine lifted"	http://hosted.ap.org/dynamic/stories/E/EBOLA?SITE=AP&SECTION=HOME&TEMPLATE=DEFAULT&CTIME=2014-08-19-19-43-13	"Quarantine was controversial within the slum."	LR	5523	Montserrado	ADM1
ID1062	Domestic	Liberia	"Dolo Town"	n/a	"Area Blockade"	Quarantine	Margibi	LR09	Firestone	LR0901	Firestone	LR0901172	2014-08-20	2014-09-08	"Daily Mail - Quarantined Gunpoint / AllAfrica - Government lifts Quarantine and adjust curfew"	http://www.dailymail.co.uk/news/article-2734106/Quarantined-gunpoint-desperate-hungry-ordeal-towns-quarantine-Ebola-epidemic.html	"Weapon guarded quarantine with 20,000 people inside but lifted due to positive results vis-à-vis ebola."	LR	5521	Margibi	ADM1
ID1063	Domestic	Liberia	"Voinjama City"	n/a	"Area Blockade"	"Restricted Movement"	Lofa	LR08	Voinjama	LR0806	"Upper Worker"	LR0806167	2014-08-06	n/a	"Monrovia Inquirer - AFL Launches Operation White Shield"	http://monroviainquirer.com/2014/08/08/remain-where-you-are-for-21-days-says-defense-minister-as-afl-launches-operation-white-shield-several-commuters-stranded-at-klay-checkpoint/	"Restricted movement of people."	LR	7068	Lofa	ADM1
ID1064	Domestic	Liberia	Tubmanburg	n/a	"Area Blockade"	"Restricted Movement"	Bomi	LR01	Klay	LR0102	"Senjeh "	LR0102010	2014-08-06	n/a	"Heritage Liberia - No Access to Bomi"	http://www.news.heritageliberia.net/index.php/inside-heritage/general-news/78-slides/3620-to-contain-ebola-no-access-to-bomi	"Neighbourhood of Tubmanburg City has been quarantined following the discovery of dead bodies."	LR	6058	Bomie	ADM1
ID1065	Domestic	Liberia	"Bo Waterside Town"	n/a	"Area Blockade"	"Restricted Movement"	"Grand Cape Mount"	LR05	Tewor	LR0505	"Fahnbulleh "	LR0505076	2014-08-06	n/a	"Monrovia Inquirer - AFL Launches Operation White Shield"	http://monroviainquirer.com/2014/08/08/remain-where-you-are-for-21-days-says-defense-minister-as-afl-launches-operation-white-shield-several-commuters-stranded-at-klay-checkpoint/	"Restricted movement of people and military presence. Order to shoot at Sierra Leones crossing the border."	LR	5517	"Grand Cape Mount"	ADM1
ID1066	Domestic	Liberia	"Sinje Town"	n/a	"Area Blockade"	"Restricted Movement"	"Grand Cape Mount"	LR05	Garwula	LR0502	"Lower Garwula"	LR0502068	2014-08-06	n/a	"Monrovia Inquirer - AFL Launches Operation White Shield"	http://monroviainquirer.com/2014/08/08/remain-where-you-are-for-21-days-says-defense-minister-as-afl-launches-operation-white-shield-several-commuters-stranded-at-klay-checkpoint/	"Military presence."	LR	5517	"Grand Cape Mount"	ADM1
ID1067	Domestic	Liberia	"Po River Town"	n/a	"Area Blockade"	"Restricted Movement"	Montserrado	LR11	"St. Paul River"	LR1104	MISSING	MISSING	2014-08-06	n/a	"Monrovia Inquirer - AFL Launches Operation White Shield"	http://monroviainquirer.com/2014/08/08/remain-where-you-are-for-21-days-says-defense-minister-as-afl-launches-operation-white-shield-several-commuters-stranded-at-klay-checkpoint/	"PRECISE LOCATION CURRENTLY UNKNOWN. Military presence."	LR	5523	Montserrado	ADM1
ID1068	Domestic	Liberia	"Gbarkedu Town"	n/a	"Area Blockade"	Quarantine	Lofa	LR08	"Quardu Boundi"	LR0803	MISSING	MISSING	2014-08-06	n/a	"Monrovia Inquirer - AFL Launches Operation White Shield"	http://monroviainquirer.com/2014/08/08/remain-where-you-are-for-21-days-says-defense-minister-as-afl-launches-operation-white-shield-several-commuters-stranded-at-klay-checkpoint/	"Quarantined as one of the most affected towns in the epicentre border region."	LR	7068	Lofa	ADM1
