uniqueid	restrictionscale	country	location	border_country	restrictiontype	restrictionnature	adm1	adm1_code	adm2	adm2_code	adm3	adm3_code	date_from	date_to	source	source_link	notes	country_code	sdr_id	sdr_name	sdr_level
ID1069	Domestic	Liberia	"Cheborken Town"	n/a	"Area Blockade"	Quarantine	Sinoe	LR15	Jeadepo	LR1507	MISSING	MISSING	2014-10-03	n/a	"Liberian Ministry of Health and Social Welfare - Situation Report"	http://www.mohsw.gov.lr/documents/Liberia%20Ebola%20Sit%20Rep%20141%20Oct%203rd,%202014.%20(1).pdf	"PRECISE LOCATION CURRENTLY UNKNOWN. Quarantined by local authorities after their refusal to allow safe burial and specimen collection. "	LR	5526	Sinoe	ADM1
ID1070	Domestic	Liberia	"Parluken Town"	n/a	"Area Blockade"	Quarantine	"Grand Kru"	LR18	Buah	LR1830	Forpoh	LR1830138	2014-09-26	n/a	"Acaps - Global Emergency Overview"	http://reliefweb.int/sites/reliefweb.int/files/resources/geo_43.pdf	"The Parluken community is under quarantine following the first reported Ebola cases in the area."	LR	5519	"Grand Kru"	ADM1
ID1071	Domestic	Liberia	"Gwee Town"	n/a	"Area Blockade"	Quarantine	Montserrado	LR11	Todee	LR1149	Kpo	LR1149217	2014-09-15	n/a	"UNDP - Ebola Virus Disease Situation Report"	http://www.lr.undp.org/content/dam/liberia/docs/EBOLA%20INFORMATION/SITREPS/Ebola%20Sitreps%20on%20Liberia/Ebola%20SitRep%2015%2009%2014.pdf	"Quarantined following the death of two persons (mother and child)."	LR	5523	Montserrado	ADM1
ID1072	Domestic	Liberia	Nimba	n/a	"Border Closure"	"Local Border Crossing"	Nimba	LR12	n/a	n/a	n/a	n/a	2014-08-17	n/a	"Daily Observer - Government Closes Nimba Grand Gedeh Boundary"	http://www.liberianobserver.com/security/gov%E2%80%99t-closes-nimba-grand-gedeh-boundary	"The border crossing between Grand Gedeh and Nimba is closed. Crossing at Cestor River closed with military presence."	LR	5524	Nimba	ADM1
ID1073	Domestic	Liberia	Nimba	n/a	"Border Closure"	"Local Border Crossing"	Nimba	LR12	n/a	n/a	n/a	n/a	2014-08-13	n/a	"Daily Observer - Government Closes Nimba Grand Gedeh Boundary"	http://www.liberianobserver.com/security/gov%E2%80%99t-closes-nimba-grand-gedeh-boundary	"The border crossing between Bong and Nimba (St Paul River) is closed."	LR	5524	Nimba	ADM1
ID1074	Domestic	Liberia	Lofa	n/a	"Border Closure"	"Local Border Crossing"	Lofa	LR08	n/a	n/a	n/a	n/a	2014-08-06	n/a	"Monrovia Inquirer - AFL Launches Operation White Shield"	http://monroviainquirer.com/2014/08/08/remain-where-you-are-for-21-days-says-defense-minister-as-afl-launches-operation-white-shield-several-commuters-stranded-at-klay-checkpoint/	"The border crossing between Lofa and Bong countries (St. Paul's Bridge) is closed with military checkpoint."	LR	7068	Lofa	ADM1
ID1075	Domestic	Guinea	Guinea	n/a	"National Law"	"Movement Order"	n/a	n/a	n/a	n/a	n/a	n/a	2014-09-18	n/a	"Africa Review - Guinea postpones reopening of schools / UN News Centre - UN budget committee approves funding"	http://www.africareview.com/News/Guinea-postpones-reopening-of-schools-due-to-Ebola/-/979180/2445502/-/wwb4omz/-/index.html	"Government announces schools will not open for the new school year until ebola has subsided. Primary schools, secondary schools and universities are closed."	GN	0		
ID1076	Domestic	Guinea	Guinea	n/a	"National Law"	"Movement Order"	n/a	n/a	n/a	n/a	n/a	n/a	2014-08-13	n/a	"Guinea News - Health Emergency Declaration in Guinea"	http://guineenews.org/letat-durgence-sanitaire-nationale-decrete-en-guinee-les-dix-consignes-des-autorites/	"Guinea declares a state of emergency and non-specific 'cordon sanitaire' declared with restriction of movement mentioned."	GN	0		
ID1077	Domestic	Guinea	Guinea	n/a	"National Law"	"Movement Order"	n/a	n/a	n/a	n/a	n/a	n/a	2014-08-13	n/a	"Acaps - Global Emergency Overview"	http://reliefweb.int/sites/reliefweb.int/files/resources/geo_43.pdf	"Ban announced on moving bodies from own town to another until the end of the epidemic."	GN	0		
ID1078	Domestic	Guinea	"Macenta Ctre (City)"	n/a	"Area Blockade"	"Restricted Movement"	Nzerekore	GN08	Macenta	GN0804	"Macenta Ctre (City)"	GN0804311	2014-09-08	n/a	"News Observer - Ebola surging in"	http://www.newsobserver.com/2014/09/08/4132833_ebola-is-surging-in-places-it.html?rh=1	"Authorities restricting access."	GN	8	Nzerekore	ADM1
ID1079	Domestic	Guinea	"Nzerekore Ctre (City)"	n/a	"Area Blockade"	Quarantine	Nzerekore	GN08	Nzerekore	GN0805	"Nzerekore Ctre (City)"	GN0805324	2014-08-29	2014-08-30	"Polity - Ebola outbreak reaches Senegal, riots break out in Guinea"	http://www.polity.org.za/article/ebola-outbreak-reaches-senegal-riots-break-out-in-guinea-2014-09-01	"24-hour curfew imposed after riots broke out in response to health workers spraying market with disinfectant without notice."	GN	8	Nzerekore	ADM1
ID1080	Domestic	Guinea	Gueckedou	n/a	"Area Blockade"	Quarantine	Nzerekore	GN08	Gueckedou	GN0802	n/a	n/a	2014-08-20	n/a	"International SOS - Latest News "	https://www.internationalsos.com/ebola/index.cfm?content_id=407&language_id=ENG	"WHO quarantine zone."	GN	8	Nzerekore	ADM1
ID1081	Domestic	Nigeria	Nigeria	n/a	"National Law"	"Community Response"	n/a	n/a	n/a	n/a	n/a	n/a	2014-08-09	2014-10-20	"BBC - Nigiera declares national emergency"	http://www.bbc.co.uk/news/world-africa-28715939	"Nigeria declares state of emergency and commits funds to containing Ebola outbreak. On 20 October, WHO declares Nigeria as Ebola-free."	NG	0		
ID1082	Domestic	Nigeria	Nigeria	n/a	"National Law"	"Movement Order"	n/a	n/a	n/a	n/a	n/a	n/a	2014-08-27	2014-09-22	"BBC - Nigeria closes all schools"	http://www.bbc.co.uk/news/world-africa-28950347	"The re-opening of schools was postponed until 22 September (earlier than original plan of 13 October) due to Ebola concerns."	NG	0		
ID1083	Domestic	Nigeria	Lagos	n/a	"National Law"	"Movement Order"	Lagos	NG025	n/a	n/a	n/a	n/a	2014-09-22	2014-10-08	"Agence France-Presse - Most, but not all, of Nigeria’s students back to school after Ebola lay off"	http://reliefweb.int/report/nigeria/most-not-all-nigerias-students-back-school-after-ebola-lay	"School ban remains in Lagos until 8 October."	NG	7848	Lagos	ADM1
ID1084	Domestic	Senegal	Senegal	n/a	"National Law"	"Movement Order"	n/a	n/a	n/a	n/a	n/a	n/a	2014-09-03	n/a	"WFP - West and Central Africa"	http://reliefweb.int/sites/reliefweb.int/files/resources/West%20And%20Central%20Africa%20Market%20Update,%20Special%20Issue%20on%20the%20Ebola%20Outbreak,%2029%20September%202014.pdf	"Senegal's Minister of Interior requested the closure of 16 weekly markets along the border with Guinea."	SN	0		
ID1085	International	Guinea	Gueckedou	Liberia	"Area Blockade"	Quarantine	Nzerekore	GN08	Gueckedou	GN0802	n/a	n/a	2014-08-01	n/a	"WHO - Ebola Virus Disease"	http://www.afro.who.int/en/clusters-a-programmes/dpc/epidemic-a-pandemic-alert-and-response/outbreak-news/4239-ebola-virus-disease-west-africa-4-august-2014.html	"Ebola affected countries agreed at an emergency summit to impose a cross-border isolation zone at the epicentre of the outbreak. Often termed 'unified sector'."	GN	8	Nzerekore	ADM1
ID1086	International	Liberia	Foya	"Sierra Leone"	"Area Blockade"	Quarantine	Lofa	LR08	Foya	LR0801	n/a	n/a	2014-08-01	n/a	"WHO - Ebola Virus Disease"	http://www.afro.who.int/en/clusters-a-programmes/dpc/epidemic-a-pandemic-alert-and-response/outbreak-news/4239-ebola-virus-disease-west-africa-4-august-2014.html	"Ebola affected countries agreed at an emergency summit to impose a cross-border isolation zone at the epicentre of the outbreak. Often termed 'unified sector'."	LR	7068	Lofa	ADM1
ID1087	International	"Sierra Leone"	Kenema	Guinea	"Area Blockade"	Quarantine	Eastern	SL01	Kenema	SL0102	n/a	n/a	2014-08-01	n/a	"WHO - Ebola Virus Disease"	http://www.afro.who.int/en/clusters-a-programmes/dpc/epidemic-a-pandemic-alert-and-response/outbreak-news/4239-ebola-virus-disease-west-africa-4-august-2014.html	"Ebola affected countries agreed at an emergency summit to impose a cross-border isolation zone at the epicentre of the outbreak. Often termed 'unified sector'."	SL	8619	Eastern	ADM1
ID1088	International	Liberia	"Roberts International Airport"	n/a	"Border Closure"	"Flight Restrictions"	n/a	n/a	n/a	n/a	n/a	n/a	2014-08-06	n/a	"Government of Liberia - Brown Explains State of Emergency"	"http://micatliberia.com/index.php/ebola-update/946-brown-explains-state-of-emergency.html / http://www.logcluster.org/ops/ebola14"	"Roberts International Airport has limited services and suspended flights. All aircraft for Roberts International Airport must request a ground reservation at least 48 hours before arrival."	LR	0		
ID1089	International	Guinea	n/a	"Ivory Coast"	"Border Closure"	"Flight Restrictions"	n/a	n/a	n/a	n/a	n/a	n/a	2014-08-11	2014-09-26	"Reuters - Ivory Coast imposes travel restrictions as Ebola fears spread"	http://uk.reuters.com/article/2014/08/12/uk-health-ebola-africa-idUKKBN0GB1TD20140812	"Ivory Coast closed airports to flights to and from Ebola affected areas. Ivory coast has resumed flights."	GN	0		
ID1090	International	Liberia	n/a	"Ivory Coast"	"Border Closure"	"Flight Restrictions"	n/a	n/a	n/a	n/a	n/a	n/a	2014-08-11	2014-09-26	"Reuters - Ivory Coast imposes travel restrictions as Ebola fears spread"	http://uk.reuters.com/article/2014/08/12/uk-health-ebola-africa-idUKKBN0GB1TD20140812	"Ivory Coast closed airports to flights to and from Ebola affected areas. Ivory Coast has resumed flights."	LR	0		
ID1091	International	"Sierra Leone"	n/a	"Ivory Coast"	"Border Closure"	"Flight Restrictions"	n/a	n/a	n/a	n/a	n/a	n/a	2014-08-11	2014-09-26	"Reuters - Ivory Coast imposes travel restrictions as Ebola fears spread"	http://uk.reuters.com/article/2014/08/12/uk-health-ebola-africa-idUKKBN0GB1TD20140812	"Ivory Coast closed airports to flights to and from Ebola affected areas. Ivory Coast has resumed flights."	SL	0		
ID1092	International	Guinea	n/a	Senegal	"Border Closure"	"Flight Restrictions"	n/a	n/a	n/a	n/a	n/a	n/a	2014-08-21	2014-09-25	"International SOS - Travel security advisories - Flight bans and closures"	https://www.internationalsos.com/ebola/index.cfm?content_id=435&language_id=ENG	"Senegal has closed air border to Guinea, Liberia and Sierra Leone. On 25/9/14 humanitarian air-bridge between Dakar, Senegal and three affected countries was opened. Special humanitarian passenger terminal constructed."	GN	0		
ID1093	International	Liberia	n/a	Senegal	"Border Closure"	"Flight Restrictions"	n/a	n/a	n/a	n/a	n/a	n/a	2014-08-21	2014-09-25	"International SOS - Travel security advisories - Flight bans and closures"	https://www.internationalsos.com/ebola/index.cfm?content_id=435&language_id=ENG	"Senegal has closed air border to Guinea, Liberia and Sierra Leone. On 25/9/14 humanitarian air-bridge between Dakar, Senegal and three affected countries was opened. Special humanitarian passenger terminal constructed."	LR	0		
ID1094	International	"Sierra Leone"	n/a	Senegal	"Border Closure"	"Flight Restrictions"	n/a	n/a	n/a	n/a	n/a	n/a	2014-08-21	2014-09-25	"International SOS - Travel security advisories - Flight bans and closures"	https://www.internationalsos.com/ebola/index.cfm?content_id=435&language_id=ENG	"Senegal has closed air border to Guinea, Liberia and Sierra Leone. On 25/9/14 humanitarian air-bridge between Dakar, Senegal and three affected countries was opened. Special humanitarian passenger terminal constructed."	SL	0		
ID1095	International	Guinea	n/a	Zambia	"Border Closure"	"Flight Restrictions"	n/a	n/a	n/a	n/a	n/a	n/a	2014-08-10	n/a	"Express - Zambia border controls"	http://www.express.co.uk/news/world/497380/Ebola-Nigeria-Emergency-British-Airways-Goodluck-Jonathan-Kent-Brantly	"Zambia bans nationals from travelling to affected countries and entry of travellers from affected region."	GN	0		
ID1096	International	Liberia	n/a	Zambia	"Border Closure"	"Flight Restrictions"	n/a	n/a	n/a	n/a	n/a	n/a	2014-08-10	n/a	"Express - Zambia border controls"	http://www.express.co.uk/news/world/497380/Ebola-Nigeria-Emergency-British-Airways-Goodluck-Jonathan-Kent-Brantly	"Zambia bans nationals from travelling to affected countries and entry of travellers from affected region."	LR	0		
ID1097	International	"Sierra Leone"	n/a	Zambia	"Border Closure"	"Flight Restrictions"	n/a	n/a	n/a	n/a	n/a	n/a	2014-08-10	n/a	"Express - Zambia border controls"	http://www.express.co.uk/news/world/497380/Ebola-Nigeria-Emergency-British-Airways-Goodluck-Jonathan-Kent-Brantly	"Zambia bans nationals from travelling to affected countries and entry of travellers from affected region."	SL	0		
ID1098	International	Guinea	n/a	Chad	"Border Closure"	"Flight Restrictions"	n/a	n/a	n/a	n/a	n/a	n/a	2014-08-21	n/a	"International SOS - Travel security advisories - Flight bans and closures"	https://www.internationalsos.com/ebola/index.cfm?content_id=435&language_id=ENG	"Chad has suspended all flights from Guinea, Liberia and Sierra Leone."	GN	0		
ID1099	International	"Liberia "	n/a	Chad	"Border Closure"	"Flight Restrictions"	n/a	n/a	n/a	n/a	n/a	n/a	2014-08-21	n/a	"International SOS - Travel security advisories - Flight bans and closures"	https://www.internationalsos.com/ebola/index.cfm?content_id=435&language_id=ENG	"Chad has suspended all flights from Guinea, Liberia and Sierra Leone."		0		
ID1100	International	"Sierra Leone"	n/a	Chad	"Border Closure"	"Flight Restrictions"	n/a	n/a	n/a	n/a	n/a	n/a	2014-08-21	n/a	"International SOS - Travel security advisories - Flight bans and closures"	https://www.internationalsos.com/ebola/index.cfm?content_id=435&language_id=ENG	"Chad has suspended all flights from Guinea, Liberia and Sierra Leone."	SL	0		
ID1101	International	Nigeria	n/a	Chad	"Border Closure"	"Flight Restrictions"	n/a	n/a	n/a	n/a	n/a	n/a	2014-08-21	n/a	"International SOS - Travel security advisories - Flight bans and closures"	https://www.internationalsos.com/ebola/index.cfm?content_id=435&language_id=ENG	"Chad has suspended all flights from Nigeria."	NG	0		
ID1102	International	Guinea	n/a	Cameroon	"Border Closure"	"Flight Restrictions"	n/a	n/a	n/a	n/a	n/a	n/a	2014-08-18	n/a	"International SOS - Travel security advisories - Flight bans and closures"	https://www.internationalsos.com/ebola/index.cfm?content_id=435&language_id=ENG	"Cameroon has suspended all flights to Guinea, Liberia and Sierra Leone."	GN	0		
ID1103	International	"Liberia "	n/a	Cameroon	"Border Closure"	"Flight Restrictions"	n/a	n/a	n/a	n/a	n/a	n/a	2014-08-18	n/a	"International SOS - Travel security advisories - Flight bans and closures"	https://www.internationalsos.com/ebola/index.cfm?content_id=435&language_id=ENG	"Cameroon has suspended all flights to Guinea, Liberia and Sierra Leone."		0		
ID1104	International	"Sierra Leone"	n/a	Cameroon	"Border Closure"	"Flight Restrictions"	n/a	n/a	n/a	n/a	n/a	n/a	2014-08-18	n/a	"International SOS - Travel security advisories - Flight bans and closures"	https://www.internationalsos.com/ebola/index.cfm?content_id=435&language_id=ENG	"Cameroon has suspended all flights to Guinea, Liberia and Sierra Leone."	SL	0		
ID1105	International	Nigeria	n/a	Cameroon	"Border Closure"	"Flight Restrictions"	n/a	n/a	n/a	n/a	n/a	n/a	2014-08-18	n/a	"International SOS - Travel security advisories - Flight bans and closures"	https://www.internationalsos.com/ebola/index.cfm?content_id=435&language_id=ENG	"Cameroon has suspended all flights from Nigeria."	NG	0		
ID1106	International	Senegal	n/a	Cameroon	"Border Closure"	"Flight Restrictions"	n/a	n/a	n/a	n/a	n/a	n/a	2014-08-18	2014-09-17	"International SOS - Travel security advisories - Flight bans and closures"	https://www.internationalsos.com/ebola/index.cfm?content_id=435&language_id=ENG	"Cameroon has lifted ban on travellers from Senegal."	SN	0		
ID1107	International	Guinea	n/a	"South Sudan"	"Border Closure"	"Flight Restrictions"	n/a	n/a	n/a	n/a	n/a	n/a	2014-08-14	n/a	"South Sudan US Embassy - Travel Advisory Security Message for U.S. Citizens"	http://southsudan.usembassy.gov/sm81414.html	"South Sudan has suspended all flights to and from Guinea, Liberia and Sierra Leone."	GN	0		
ID1108	International	"Liberia "	n/a	"South Sudan"	"Border Closure"	"Flight Restrictions"	n/a	n/a	n/a	n/a	n/a	n/a	2014-08-14	n/a	"South Sudan US Embassy - Travel Advisory Security Message for U.S. Citizens"	http://southsudan.usembassy.gov/sm81414.html	"South Sudan has suspended all flights to and from Guinea, Liberia and Sierra Leone."		0		
ID1109	International	"Sierra Leone"	n/a	"South Sudan"	"Border Closure"	"Flight Restrictions"	n/a	n/a	n/a	n/a	n/a	n/a	2014-08-14	n/a	"South Sudan US Embassy - Travel Advisory Security Message for U.S. Citizens"	http://southsudan.usembassy.gov/sm81414.html	"South Sudan has suspended all flights to and from Guinea, Liberia and Sierra Leone."	SL	0		
ID1110	International	Guinea	n/a	Namibia	"Border Closure"	"Flight Restrictions"	n/a	n/a	n/a	n/a	n/a	n/a	2014-09-11	n/a	"International SOS - Travel security advisories - Flight bans and closures"	https://www.internationalsos.com/ebola/index.cfm?content_id=435&language_id=ENG	"Namibia banned entry to travellers from Ebola affected countries."	GN	0		
ID1111	International	"Liberia "	n/a	Namibia	"Border Closure"	"Flight Restrictions"	n/a	n/a	n/a	n/a	n/a	n/a	2014-09-11	n/a	"International SOS - Travel security advisories - Flight bans and closures"	https://www.internationalsos.com/ebola/index.cfm?content_id=435&language_id=ENG	"Namibia banned entry to travellers from Ebola affected countries."		0		
ID1112	International	"Sierra Leone"	n/a	Namibia	"Border Closure"	"Flight Restrictions"	n/a	n/a	n/a	n/a	n/a	n/a	2014-09-11	n/a	"International SOS - Travel security advisories - Flight bans and closures"	https://www.internationalsos.com/ebola/index.cfm?content_id=435&language_id=ENG	"Namibia banned entry to travellers from Ebola affected countries."	SL	0		
ID1113	International	Guinea	n/a	Gambia	"Border Closure"	"Flight Restrictions"	n/a	n/a	n/a	n/a	n/a	n/a	2014-09-01	n/a	"International SOS - Travel security advisories - Flight bans and closures"	https://www.internationalsos.com/ebola/index.cfm?content_id=435&language_id=ENG	"Gambia banned entry to travellers from Guinea, Liberia and Sierra Leone in the 21 days prior to travel."	GN	0		
ID1114	International	"Liberia "	n/a	Gambia	"Border Closure"	"Flight Restrictions"	n/a	n/a	n/a	n/a	n/a	n/a	2014-09-01	n/a	"International SOS - Travel security advisories - Flight bans and closures"	https://www.internationalsos.com/ebola/index.cfm?content_id=435&language_id=ENG	"Gambia banned entry to travellers from Guinea, Liberia and Sierra Leone in the 21 days prior to travel."		0		
ID1115	International	"Sierra Leone"	n/a	Gambia	"Border Closure"	"Flight Restrictions"	n/a	n/a	n/a	n/a	n/a	n/a	2014-09-01	n/a	"International SOS - Travel security advisories - Flight bans and closures"	https://www.internationalsos.com/ebola/index.cfm?content_id=435&language_id=ENG	"Gambia banned entry to travellers from Guinea, Liberia and Sierra Leone in the 21 days prior to travel."	SL	0		
ID1116	International	Nigeria	n/a	Gambia	"Border Closure"	"Flight Restrictions"	n/a	n/a	n/a	n/a	n/a	n/a	2014-09-01	n/a	"International SOS - Travel security advisories - Flight bans and closures"	https://www.internationalsos.com/ebola/index.cfm?content_id=435&language_id=ENG	"Gambia banned entry to travellers from Nigeria in the 21 days prior to travel."	NG	0		
ID1117	International	Guinea	n/a	"Cape Verde"	"Border Closure"	"Flight Restrictions"	n/a	n/a	n/a	n/a	n/a	n/a	2014-08-19	n/a	"International SOS - Travel security advisories - Flight bans and closures"	https://www.internationalsos.com/ebola/index.cfm?content_id=435&language_id=ENG	"Cape Verde banned entry to travellers from Guinea, Liberia and Sierra Leone for three months."	GN	0		
ID1118	International	"Liberia "	n/a	"Cape Verde"	"Border Closure"	"Flight Restrictions"	n/a	n/a	n/a	n/a	n/a	n/a	2014-08-19	n/a	"International SOS - Travel security advisories - Flight bans and closures"	https://www.internationalsos.com/ebola/index.cfm?content_id=435&language_id=ENG	"Cape Verde banned entry to travellers from Guinea, Liberia and Sierra Leone for three months."		0		
ID1119	International	"Sierra Leone"	n/a	"Cape Verde"	"Border Closure"	"Flight Restrictions"	n/a	n/a	n/a	n/a	n/a	n/a	2014-08-19	n/a	"International SOS - Travel security advisories - Flight bans and closures"	https://www.internationalsos.com/ebola/index.cfm?content_id=435&language_id=ENG	"Cape Verde banned entry to travellers from Guinea, Liberia and Sierra Leone for three months."	SL	0		
ID1120	International	Nigeria	n/a	"Cape Verde"	"Border Closure"	"Flight Restrictions"	n/a	n/a	n/a	n/a	n/a	n/a	2014-08-19	n/a	"International SOS - Travel security advisories - Flight bans and closures"	https://www.internationalsos.com/ebola/index.cfm?content_id=435&language_id=ENG	"Cape Verde banned entry to travellers from Nigeria for three months."	NG	0		
ID1121	International	Guinea	n/a	Rwanda	"Border Closure"	"Flight Restrictions"	n/a	n/a	n/a	n/a	n/a	n/a	2014-08-22	n/a	"International SOS - Travel security advisories - Flight bans and closures"	https://www.internationalsos.com/ebola/index.cfm?content_id=435&language_id=ENG	"Rwanda has banned entry to travellers who have visited Guinea, Liberia or Sierra Leone in the 22 days prior to travel."	GN	0		
ID1122	International	"Liberia "	n/a	Rwanda	"Border Closure"	"Flight Restrictions"	n/a	n/a	n/a	n/a	n/a	n/a	2014-08-22	n/a	"International SOS - Travel security advisories - Flight bans and closures"	https://www.internationalsos.com/ebola/index.cfm?content_id=435&language_id=ENG	"Rwanda has banned entry to travellers who have visited Guinea, Liberia or Sierra Leone in the 22 days prior to travel."		0		
ID1123	International	"Sierra Leone"	n/a	Rwanda	"Border Closure"	"Flight Restrictions"	n/a	n/a	n/a	n/a	n/a	n/a	2014-08-22	n/a	"International SOS - Travel security advisories - Flight bans and closures"	https://www.internationalsos.com/ebola/index.cfm?content_id=435&language_id=ENG	"Rwanda has banned entry to travellers who have visited Guinea, Liberia or Sierra Leone in the 22 days prior to travel."	SL	0		
ID1124	International	Guinea	n/a	"South Africa"	"Border Closure"	"Flight Restrictions"	n/a	n/a	n/a	n/a	n/a	n/a	2014-08-21	n/a	"International SOS - Travel security advisories - Flight bans and closures"	https://www.internationalsos.com/ebola/index.cfm?content_id=435&language_id=ENG	"South Africa restricted entry to all non-citizens travelling from Guinea, Liberia and Sierra Leone although assured that this could be waived for 'absolutely essential travel'."	GN	0		
ID1125	International	"Liberia "	n/a	"South Africa"	"Border Closure"	"Flight Restrictions"	n/a	n/a	n/a	n/a	n/a	n/a	2014-08-21	n/a	"International SOS - Travel security advisories - Flight bans and closures"	https://www.internationalsos.com/ebola/index.cfm?content_id=435&language_id=ENG	"South Africa restricted entry to all non-citizens travelling from Guinea, Liberia and Sierra Leone although assured that this could be waived for 'absolutely essential travel'."		0		
ID1126	International	"Sierra Leone"	n/a	"South Africa"	"Border Closure"	"Flight Restrictions"	n/a	n/a	n/a	n/a	n/a	n/a	2014-08-21	n/a	"International SOS - Travel security advisories - Flight bans and closures"	https://www.internationalsos.com/ebola/index.cfm?content_id=435&language_id=ENG	"South Africa restricted entry to all non-citizens travelling from Guinea, Liberia and Sierra Leone although assured that this could be waived for 'absolutely essential travel'."	SL	0		
ID1127	International	Guinea	n/a	Kenya	"Border Closure"	"Flight Restrictions"	n/a	n/a	n/a	n/a	n/a	n/a	2014-08-19	n/a	"International SOS - Travel security advisories - Flight bans and closures"	https://www.internationalsos.com/ebola/index.cfm?content_id=435&language_id=ENG	"Kenya has suspended entry of travellers from Guinea, Liberia and Sierra Leone excluding health professionals supporting Ebola response and/or Kenyan citizens."	GN	0		
ID1128	International	"Liberia "	n/a	Kenya	"Border Closure"	"Flight Restrictions"	n/a	n/a	n/a	n/a	n/a	n/a	2014-08-19	n/a	"International SOS - Travel security advisories - Flight bans and closures"	https://www.internationalsos.com/ebola/index.cfm?content_id=435&language_id=ENG	"Kenya has suspended entry of travellers from Guinea, Liberia and Sierra Leone excluding health professionals supporting Ebola response and/or Kenyan citizens."		0		
ID1129	International	"Sierra Leone"	n/a	Kenya	"Border Closure"	"Flight Restrictions"	n/a	n/a	n/a	n/a	n/a	n/a	2014-08-19	n/a	"International SOS - Travel security advisories - Flight bans and closures"	https://www.internationalsos.com/ebola/index.cfm?content_id=435&language_id=ENG	"Kenya has suspended entry of travellers from Guinea, Liberia and Sierra Leone excluding health professionals supporting Ebola response and/or Kenyan citizens."	SL	0		
ID1130	International	Guinea	n/a	Gabon	"Border Closure"	"Flight Restrictions"	n/a	n/a	n/a	n/a	n/a	n/a	2014-08-22	n/a	"International SOS - Travel security advisories - Flight bans and closures"	https://www.internationalsos.com/ebola/index.cfm?content_id=435&language_id=ENG	"Gabon has banned all flights from countries affected by Ebola."	GN	0		
ID1131	International	"Liberia "	n/a	Gabon	"Border Closure"	"Flight Restrictions"	n/a	n/a	n/a	n/a	n/a	n/a	2014-08-22	n/a	"International SOS - Travel security advisories - Flight bans and closures"	https://www.internationalsos.com/ebola/index.cfm?content_id=435&language_id=ENG	"Gabon has banned all flights from countries affected by Ebola."		0		
ID1132	International	"Sierra Leone"	n/a	Gabon	"Border Closure"	"Flight Restrictions"	n/a	n/a	n/a	n/a	n/a	n/a	2014-08-22	n/a	"International SOS - Travel security advisories - Flight bans and closures"	https://www.internationalsos.com/ebola/index.cfm?content_id=435&language_id=ENG	"Gabon has banned all flights from countries affected by Ebola."	SL	0		
ID1133	International	Guinea	n/a	Belize	"Border Closure"	"Flight Restrictions"	n/a	n/a	n/a	n/a	n/a	n/a	2014-10-18	n/a	"International SOS - Travel security advisories - Flight bans and closures"	https://www.internationalsos.com/ebola/index.cfm?content_id=435&language_id=ENG	"Belize has barred entry to nationals from Ebola affected countries or travellers that have visited these countries in the past 30 days."	GN	0		
ID1134	International	"Liberia "	n/a	Belize	"Border Closure"	"Flight Restrictions"	n/a	n/a	n/a	n/a	n/a	n/a	2014-10-18	n/a	"International SOS - Travel security advisories - Flight bans and closures"	https://www.internationalsos.com/ebola/index.cfm?content_id=435&language_id=ENG	"Belize has barred entry to nationals from Ebola affected countries or travellers that have visited these countries in the past 30 days."		0		
ID1135	International	"Sierra Leone"	n/a	Belize	"Border Closure"	"Flight Restrictions"	n/a	n/a	n/a	n/a	n/a	n/a	2014-10-18	n/a	"International SOS - Travel security advisories - Flight bans and closures"	https://www.internationalsos.com/ebola/index.cfm?content_id=435&language_id=ENG	"Belize has barred entry to nationals from Ebola affected countries or travellers that have visited these countries in the past 30 days."	SL	0		
